ID;YTID;start_second;end_second;positive_labels
TR_17049;jYxjzM30I-Y;40;50;/m/0150b9
TR_17071;jdEbwMS9xqo;0;10;/m/0239kh
TR_17090;jh32PRQm8Xw;530;540;/m/0150b9
TR_17174;jvRhGrWnQLA;440;450;/m/012n7d,/m/03j1ly,/m/03kmc9
TR_17219;k4kmxlcywKs;400;410;/m/0150b9
TR_17245;k9YfSvMiUX0;30;40;/m/01y3hg,/m/07pp_mv
TR_17273;kGKZ0YK4_rk;30;40;/m/0c3f7m
TR_17315;kQ5KzRQ_e7E;0;10;/m/03w41f
TR_17319;kQnFvYmAJ6E;310;320;/m/0150b9
TR_17348;kXApHFgX2HQ;80;90;/m/07pp_mv
TR_17393;kdF7ulf5gec;8;18;/m/01hnzm
TR_17470;krCoBVQZLiQ;30;40;/m/07pp_mv
TR_17698;lcaRpShgGhY;10;20;/m/03wwcy
TR_17704;lczsLSLFbQ4;200;210;/m/03w41f
TR_17706;ldPcujHM1RQ;30;40;/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9
TR_17733;liDk5JhUyoQ;20;30;/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq
TR_17755;lnClssYHVsE;30;40;/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq
TR_17774;lqgCdrNQuwQ;40;50;/m/0150b9
TR_17789;lvi0RjGP2R8;280;290;/m/046dlr
TR_17863;m8qlGtuazZM;40;50;/m/0239kh
TR_18005;maZ3b5w6xVI;440;450;/m/0395lw
TR_18013;mcA_nVdrI0A;70;80;/m/02mfyn
TR_18093;mmL5v36jxhQ;490;500;/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq
TR_18173;n0l3y811vWk;30;40;/m/01y3hg
TR_18207;nB2Lf5TTmBs;30;40;/m/0395lw
TR_18230;nFMtlnKFVKQ;310;320;/m/0239kh
TR_18325;nZIY8BKixjc;0;9;/m/03wwcy
TR_18352;ne4IMxs-hMk;40;50;/m/012n7d,/m/03kmc9
TR_18423;nrSXm2jPiAg;30;40;/m/0239kh
TR_18425;nrj2zTr7U0o;30;40;/m/0239kh
TR_18439;nu_Bl8Pz6PE;50;60;/m/0239kh
TR_18458;nwbRz1UP4MI;40;50;/m/03w41f
TR_18497;o4qAUSq_bg8;40;50;/m/0150b9
TR_18596;oOa0bQISM9k;0;7;/m/0gy1t2s
TR_18655;obGk74Znhbw;110;120;/m/01y3hg
TR_18747;oufuexSMM-s;210;220;/m/0150b9
TR_18765;owic-GeWQco;30;40;/m/02mfyn
TR_18774;oyVNxOhE1WA;0;10;/m/046dlr
TR_18791;p-M4cpLUoDw;10;20;/m/03w41f
TR_18794;p-sRsHVhL4s;30;40;/m/03w41f
TR_18816;p2xZiIoTd2A;40;50;/m/0239kh
TR_18916;pMDfOwaHg6A;53;63;/m/03w41f
TR_18953;pSc_V9Oi72Q;30;40;/m/02mfyn
TR_18999;pZebkKZrRXc;30;40;/m/03w41f
TR_19023;pcRhhSdpbqg;30;40;/m/01y3hg,/m/0c3f7m
TR_19029;pdOskdFwRPg;40;50;/m/0239kh
TR_19036;pfPWhjv_Wb0;270;280;/m/0150b9,/m/03w41f
TR_19040;pgLfSVznfm4;30;40;/m/03kmc9,/m/07pp_mv
TR_19097;prWt1op73ZI;190;200;/m/03w41f
TR_19161;q3nALRNgkOY;30;40;/m/01y3hg,/m/0c3f7m
TR_19206;qFQWmsOobNY;0;10;/m/0239kh
TR_19207;qFTMEVccUMg;450;460;/m/0395lw
TR_19250;qMfUjwlKKH0;11;21;/m/0239kh
TR_19291;qV_VxEAXXDU;220;230;/m/0395lw
TR_19322;qb8dYOgk2Mc;40;50;/m/07pp_mv
TR_19345;qgmivsTvSXw;380;390;/m/03w41f
TR_19364;qjl7-zxkTx8;30;40;/m/02mfyn
TR_19420;qvOdAaqot4Q;19;29;/m/02mfyn
TR_19430;qwmcAKJ_Cew;5;15;/m/02mfyn
TR_19447;qyxKgC7B9PQ;30;40;/m/03w41f
TR_19495;r8dW1geD3VQ;30;40;/m/03w41f
TR_19502;rA46OCJsFek;90;100;/m/03w41f
TR_19604;rSCgpeQ-Df8;30;40;/m/046dlr
TR_19714;rmMFrnR_hfA;30;40;/m/03w41f
TR_19728;rnuGOQ-aSjs;80;90;/m/0239kh
TR_19960;sd1gAgsXMsc;370;380;/m/0395lw,/m/03w41f
TR_19962;sdAAD_Bc6fI;20;30;/m/03w41f
TR_20055;swvFoTHcPE4;30;40;/m/0239kh
TR_20086;t2DrvtWfCqE;60;70;/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq
TR_20170;tNEGx3WCwBA;0;4;/m/03wwcy
TR_20191;tR2SF1LdMuk;30;40;/m/046dlr,/m/07pp_mv
TR_20235;t_oA_XzhcIs;20;30;/m/046dlr
TR_20237;t_xkqp_oROY;100;110;/m/0150b9,/m/03w41f
TR_20301;tnSM-SnE5Lk;520;530;/m/0395lw
TR_20323;tt1vv6Il_Es;220;230;/m/01y3hg,/m/0c3f7m
TR_20349;tzEjZlBKDjQ;180;190;/m/0150b9
TR_20374;u31JE_EJ66s;20;30;/m/0239kh
TR_20403;u8PSTB2D9Ro;0;5;/m/0395lw
TR_20420;uBCBppnw7OU;30;40;/m/07pp_mv,/m/0c3f7m
TR_20432;uDgi0fzGgr0;10;20;/m/046dlr
TR_20452;uIs3mjFjvKk;90;100;/m/0395lw
TR_20468;uLp6z37bfVE;230;240;/m/0395lw,/m/03w41f
TR_20632;uq9kej0JLb4;0;8;/m/0395lw,/m/0gy1t2s
TR_20717;v9DRBuLXpKQ;400;410;/m/03wwcy
TR_20808;vSUTqtuykDc;1;11;/m/012n7d,/m/03j1ly,/m/03kmc9
TR_20840;vXuulzjQP8k;10;20;/m/046dlr
TR_20871;vfKsIb7xYSA;0;9;/m/0gy1t2s
TR_20909;vmeWtjzGZPs;0;10;/m/03wwcy
TR_20924;vqhJYScDw9k;190;200;/m/012n7d,/m/03j1ly,/m/03kmc9
TR_20931;vsDriIwNAmU;30;40;/m/0395lw
TR_20980;w0RBnspBW84;90;100;/m/0150b9
TR_21044;wE9Wmfcscic;0;10;/m/012n7d
TR_21055;wFnnq-DO5mw;130;140;/m/0150b9
TR_21117;wS4d-q9H4NE;70;80;/m/0239kh
TR_21171;weJn1J9RQcI;0;10;/m/012ndj,/m/03j1ly,/m/03kmc9
TR_21246;wwWMqxv5bpM;30;40;/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9
TR_21251;wxJac_CJ10o;410;420;/m/0150b9
TR_21269;x0QrWlWcft0;60;70;/m/03w41f
TR_21334;xHTMsmh7keA;28;38;/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9
TR_21371;xOdntZSjcds;50;60;/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9
TR_21378;xQX7RH4sgog;60;70;/m/0239kh
TR_21448;xf0s8sYidso;6;16;/m/012n7d,/m/03j1ly,/m/03kmc9
TR_21464;xiN6XwZNEJo;80;90;/m/0239kh
TR_21511;xsbANTuPp4k;0;10;/m/0239kh
TR_21547;y01wHb_XZ1Y;70;80;/m/03w41f
TR_21596;y9na4SXQfFE;10;20;/m/03wwcy
TR_21653;yKls2m5kM14;0;5;/m/01hnzm
TR_21661;yM2hr2owQwU;70;80;/m/0150b9
TR_21725;yZWx2IW34Wg;0;10;/m/0150b9,/m/03w41f
TR_21742;yclPGOGDGFU;490;500;/m/01y3hg
TR_21775;yibeLZXOHiU;0;10;/m/01hnzm
TR_21783;ykGnG1MfoGw;14;24;/m/01y3hg
TR_21803;yp4YBTyX7gk;30;40;/m/03w41f
TR_21818;ysNK5RVF3Zw;0;10;/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9
TR_21940;zNYHzcIRMFY;30;40;/m/07pp_mv,/m/0c3f7m
TR_22022;za8KPcQ0dTw;360;370;/m/02mfyn
TR_22109;zrb76mJOZQQ;3;13;/m/0395lw,/m/0gy1t2s
TR_22134;zvRYDcSZXtI;100;110;/m/0150b9
TR_22148;zxZLB2AJj3A;20;30;/m/046dlr
